STATE	CITY	APPLICANT/LICENSEE NAME	LICENSE NO.	DOCKET	REGION	RECEIVED	TYPE/ACTION
WV	BECKLEY	RALEIGH GENERAL HOSPITAL           	47-18046-01  	3014390	1	40046	4
CT	NEW BRITAIN	THE HOSPITAL OF CENTRAL CT         	06-02388-01  	3001250	1	40049	4
IN	HOBART	CARDIOVASCULAR CONSULTING ASSOCIATE	13-32160-01  	3034975	3	40049	4
MI	ALPENA	"R. S. SCOTT ASSOCIATES, INC.       "	21-18504-01  	3013803	3	40049	4
MI	GRAYLING	MERCY HEALTH SERVICES              	21-16489-01  	3011125	3	40049	4
MI	MARQUETTE	BOARD OF LIGHT & POWER             	21-20174-01  	3018052	3	40049	4
MI	MARQUETTE	MARQUETTE GENERAL HEALTH SYSTEM    	21-05432-04  	3018133	3	40049	4
MI	WARREN	ST. JOHN MACOMB-OAKLAND HOSPITAL   	21-01190-05  	3002005	3	40049	4
MO	SPRINGFIELD	"SGOH ACQUISITIONS, INC.            "	24-32358-01  	3035879	3	40049	4
MT	LAUREL	"CHS, INC.                          "	25-14757-01  	3019130	4	40049	8
NJ	BRICK	"CARDIOLOGY ASSOC.OF OCEAN COUNTY,PA"	29-30011-01  	3033046	1	40049	4
NJ	PRINCETON JUNCTION	PRINCETON TECHNOLOGY CENTER        	29-08636-02  	3011318	1	40049	4
NJ	SOMERVILLE	SOMERSET MEDICAL CENTER            	29-03089-01  	3002466	1	40049	4
SD	PIERRE	ST. MARY'S HEALTHCARE CENTER       	40-07328-03  	3012639	4	40049	4
WY	DOUGLAS	MEMORIAL HOSP. OF CONVERSE COUNTY  	49-27683-01  	3035573	4	40049	8
IN	ELKHART	ELKHART GENERAL HOSPITAL           	13-18879-01  	3017305	3	40050	4
IN	JASPER	MEMORIAL HOSPITAL & HEALTH CARE CTR	13-09274-03  	3012106	3	40050	4
IN	SALEM	CRITICAL ACCESS HEALTH SRCS. CORP. 	13-26497-01  	3033168	3	40050	4
LA	BATON ROUGE	PIONEER PHARMACY                   	17-32715-01MD	3037831	3	40050	4
MI	NILES	NILES STEEL TANK COMPANY           	21-04741-01  	3004829	3	40050	4
MI	TRAVERSE CITY	"PHARMALOGIC MICHIGAN, L.L.C.       "	21-32190-01MD	3035125	3	40050	3
MO	MARYLAND HEIGHTS	MALLINCKRODT INC.                  	24-04206-01  	3000001	3	40050	4
NJ	BRIDGETON	"SOUTH STATE, INC.                  "	29-20894-01  	3028841	1	40050	4
NJ	MT. LAUREL	"TRC ENGINEERS, INC.                "	29-27857-01  	3029302	1	40050	4
WY	CHEYENNE	"CHEYENNE, CITY OF                  "	49-18179-01  	3014612	4	40050	5
DE	NEWARK	"FENDT, WILLIAM                     "	07-30533-01  	3035216	1	40051	3
MI	AUBURN	ADVANCED PET IMAGING NETWORK       	21-32763-01  	3038146	3	40051	2
MI	DETROIT	CHILDREN'S HOSPITAL OF MICHIGAN    	21-03298-05  	3013166	3	40051	4
MO	KANSAS CITY	CHILDREN'S MERCY HOSPITAL          	24-15513-01  	3009259	3	40051	4
MO	ST. JOSEPH	"IDEKER, INC.                       "	24-32199-01  	3035163	3	40051	3
MT	HELENA	STAHLY ENGINEERING_AND ASSOCIATES  	25-29321-01  	3037912	4	40051	4
NJ	ELMWOOD PARK	"LANGAN ENGINEERING&ENVIRON.SVCS,INC"	29-15786-03  	3038123	1	40051	1
NJ	ELMWOOD PARK	"LANGAN ENGINEERING&ENVIRON.SVCS,INC"	29-15786-02  	3020730	1	40051	4
NJ	TOWACO	"BETACONTROL OF AMERICA, INC.       "	29-23394-03  	3038122	1	40051	1
NJ	TOWACO	"BETACONTROL OF AMERICA, INC.       "	29-23394-01  	3021015	1	40051	4
PR	BAYAMON	"NUCLEAR MEDICINE, INC.             "	52-30841-01  	3036419	1	40051	4
WV	CLARKSBURG	CLARKSBURG CARDIOLOGY CONSULT. INC.	47-30844-01  	3036429	1	40051	4
CT	BRIDGEPORT	ST. VINCENT'S MEDICAL CENTER       	06-00843-03  	3001245	1	40052	4
CT	WALLINGFORD	BRISTOL-MYERS SQUIBB PRI           	06-27843-02  	3029266	1	40052	4
IN	GREENCASTLE	PUTNAM COUNTY HOSPITAL             	13-26028-02  	3032363	3	40052	4
MO	HARRISONVILLE	CASS REGIONAL MEDICAL CENTER       	24-20234-02  	3029723	3	40052	4
NC	FAYETTEVILLE	"KAM ENGINEERING SERVICES, P.C.     "	32-31355-01  	3037927	1	40052	4
NC	RALEIGH	"INSTROTEK, INC.                    "	32-32666-01  	3037525	3	40052	4
NJ	GLEN ROCK	JOHNSON SOILS COMPANY              	29-17730-01  	3013242	1	40052	4
PR	VEGA ALTA	"ISOMEDIX OPERATIONS, INC.          "	52-24994-01  	3030578	1	40052	4
WV	CLARKSBURG	"PRO CONTRACTING,INC.               "	47-25145-01  	3032171	1	40052	4
WV	HUNTINGTON	ST. MARY'S MEDICAL CENTER          	47-09576-01  	3003388	1	40052	4
WY	SINCLAIR	SINCLAIR WYOMING REFINING CO.      	49-29255-01  	3037426	4	40052	4
CT	DANBURY	DANBURY HOSPITAL                   	06-08544-01  	3001274	1	40053	4
IN	FRANKLIN	JOHNSON COUNTY MEMORIAL HOSPITAL   	13-14817-01  	3008553	3	40053	4
MI	DETROIT	HEART & VASCULAR PHYSICIANS        	21-32562-01  	3036892	3	40053	4
MI	PORT HURON	ST. JOSEPH MERCY                   	21-15638-01  	3009491	3	40053	4
MO	COLUMBIA	ESSENTIAL ISOTOPES                 	             	3038129	3	40053	2
MO	POPLAR BLUFF	POPLAR BLUFF REGIONAL MEDICAL CNTR.	24-16652-01  	3011417	3	40053	4
MO	WASHINGTON	"UNIVERSAL MEDICAL RESOURCES, INC.  "	24-32189-01  	3035121	3	40053	3
MT	BELGRADE	"PIEDMONT ENGINEERING, INC.         "	25-27563-01  	3034456	4	40054	5
CT	GROTON	"PFIZER, INC.                       "	06-05869-03  	3038124	1	40056	1
CT	GROTON	"PFIZER, INC.                       "	06-05869-01  	3003790	1	40056	4
ID	POCATELLO	IDAHO STATE UNIVERSITY             	11-27380-01  	3032322	4	40056	3
MI	FLINT	MCLAREN REGIONAL MEDICAL CENTER    	21-04171-04  	3002048	3	40056	4
MO	HANNIBAL	"HANNIBAL CLINIC OPERATIONS, LLC    "	24-32619-01  	3037200	3	40056	4
MO	JOPLIN	"MERCY HEALTH OF JOPLIN, INC.       "	24-01090-03  	3012728	3	40056	4
MO	KANSAS CITY	BAYER CROPSCIENCE LP               	24-03830-01  	3005089	3	40056	4
NJ	RED BANK	STAVOLA ASPHALT COMPANY            	29-20760-02  	3033853	1	40056	4
PR	MAYAGUEZ	IMAGIA CORPORATION                 	52-31137-01  	3037158	1	40056	3
SD	RAPID CITY	"RAPID CITY REGIONAL HOSPITAL, INC. "	40-00238-04  	3003231	4	40056	8
SD	SIOUX FALLS	AVERA MCKENNAN HOSPITAL            	40-16571-01  	3011252	4	40056	8
TX	HOUSTON	NATIONAL AERONAUTICS & SPACE ADM.  	42-09388-01  	3006420	4	40056	4
WV	WHEELING	"RICHARD F. TERRY, M.D., INC.       "	47-25637-01  	3036406	1	40056	4
DE	WILMINGTON	ALFRED I. DUPONT HOSP. FOR CHILDREN	07-16199-01  	3010568	1	40057	7
FL	LARGO	"AMGLO KEMLITE LABORATORIES, INC.   "	09-23866-01E 	3035149	0	40057	3
MA	DANVERS	"OSRAM SYLVANIA PRODUCTS, INC.      "	20-30024-02E 	3033162	0	40057	4
MO	ST. LOUIS	"CARDIOLOGY SPECIALISTS, P.C.       "	24-32650-01  	3037446	3	40057	4
NJ	BRIDGETON	"SOUTH STATE, INC.                  "	29-20894-01  	3028841	1	40057	4
NJ	LIVINGSTON	"MEDI-PHYSICS, INC.                 "	29-28341-02MD	3031972	1	40057	4
NJ	NEWARK	"JERSEY ESSAY LABS, INC.            "	29-28088-02  	3033064	1	40057	4
PR	GUAYNABO	CLINICA CARDIOVASCULAR DE GUAYNABO 	52-31182-01  	3037326	1	40057	4
WV	HUNTINGTON	PRO IMAGING DIAGNOSTICS            	47-25522-01  	3035399	1	40057	4
WY	ROCK SPRINGS	MEMORIAL HOSP OF SWEETWATER COUNTY 	49-17940-01  	3013672	4	40057	8
MI	WYOMING	METROPOLITAN HOSPITAL              	21-12829-01  	3002134	3	40058	4
NJ	BELLMAWR	"UNDERWOOD ENGINEERING COMPANY, INC."	29-23425-02  	3038126	1	40058	1
NJ	BELLMAWR	"UNDERWOOD ENGINEERING COMPANY,INC. "	29-23425-01  	3021053	1	40058	4
NJ	SOUTH PLAINFIELD	"ANS CONSULTANTS, INC.              "	29-30183-02  	3038125	1	40058	1
NJ	SOUTH PLAINFIELD	"ANS CONSULTANTS, INC.              "	29-30183-01  	3033708	1	40058	4
NJ	TRENTON	CAPITAL HEALTH SYSTEM              	29-01698-02  	3002441	1	40058	4
NY	WEST POINT	"ARMY, DEPARTMENT OF THE            "	31-02102-02  	3000897	1	40058	4
NY	WEST POINT	"ARMY, DEPARTMENT OF THE            "	SUD-311      	4005828	1	40058	4
TX	GLEN ROSE	"LUMINANT GENERATION CO., LLC       "	             	7200074	0	40058	2
CO	WHEAT RIDGE	WATER REMEDIATION TECHNOLOGY LLC   	SUC-1594     	4009087	0	40059	1
DC	WASHINGTON	"FMC & ASSOCIATES, LLC              "	08-31338-01  	3037848	1	40059	4
IN	EAST CHICAGO	"ST. CATHERINE HOSPITAL, INC.       "	13-01148-01  	3001590	3	40059	4
MO	COLUMBIA	ESSENTIAL ISOTOPES                 	             	3038132	3	40059	1
NJ	HOPELAWN	MATERIALS TESTING INC.             	29-30465-03  	3038133	1	40059	1
PA	NEW CUMBERLAND	DEFENSE LOGISTICS AGENCY           	37-30062-01  	3033261	1	40059	4
WV	WHEELING	OHIO VALLEY MEDICAL CENTER         	47-17282-01  	3012498	1	40059	4
CO	WHEAT RIDGE	WATER REMEDIATION TECHNOLOGY LLC   	SUC-1595     	4009089	0	40060	1
CT	HARTFORD	HARTFORD HOSPITAL                  	06-00253-04  	3001239	1	40060	4
MI	ALLENDALE	GRAND VALLEY STATE UNIVERSITY      	21-32172-01  	3035007	3	40060	4
SC	FORT JACKSON	"ARMY, DEPARTMENT OF THE            "	39-14873-01  	3008195	1	40060	4
WY	CODY	"HOLM, BLOUGH AND COMPANY           "	49-29361-01  	3038135	4	40060	2
DC	WASHINGTON	"BURRIS, ALFRED C., M.D., P.C.      "	08-30897-02  	3037103	1	40064	4
DE	NEWARK	"DELAWARE, UNIVERSITY OF            "	07-01579-19  	3010925	1	40064	4
IN	MONTICELLO	WHITE COUNTY MEMORIAL HOSPITAL     	13-20352-01  	3018288	3	40064	4
MO	"HAZELWOOD,"	MALLINCKRODT INC.                  	24-17450-01  	3012559	3	40064	4
NJ	FAIRFIELD	"CONTROL SCREENING, LLC             "	29-31303-01  	3037738	1	40064	4
NJ	LAKEWOOD	ONCOLOGY SERVICES INTERNATIONAL    	SUB-1590     	4009065	1	40064	4
VT	SPRINGFIELD	SPRINGFIELD HOSPITAL               	44-19107-01  	3016078	1	40064	4
HI	HONOLULU	KUAKINI MEDICAL CTR.               	53-17797-01  	3013337	4	40065	8
ID	BOISE	KRONUS MARKET DEVELPMT ASSOCIATES  	11-27646-01  	3035244	4	40065	3
ID	BOISE	KRONUS MARKET DEVELPMT ASSOCIATES  	11-27646-01  	3035244	4	40065	4
ID	HAILEY	"GALENA ENGINEERING, INC.           "	11-27470-01  	3033184	4	40065	4
MA	BOSTON	"PERKIN ELMER, INC.                 "	20-00320-14E 	3009023	0	40065	4
MO	COLUMBIA	"MISSOURI CANCER ASSOCIATES, LLC.   "	24-32604-01  	3037082	3	40065	4
NJ	CAMDEN	COOPER HEALTH SYSTEM (THE)         	29-08285-01  	3002512	1	40065	4
NJ	DOVER	"CANBERRA DOVER, INC.               "	29-04236-01  	3005302	1	40065	4
NJ	FARMINGDALE	"GEORGE HARMS CONSTRUCTION CO., INC."	29-23456-02  	3038136	1	40065	1
NJ	FARMINGDALE	"GEORGE HARMS CONSTRUCTION CO., INC."	29-23456-01  	3022207	1	40065	4
NJ	PARAMUS	BERGEN COMMUNITY REGIONAL BLOOD CTR	29-28774-01  	3032857	1	40065	4
NJ	SHREWSBURY	CENTRAL JERSEY BLOOD CENTER        	29-30150-01  	3033537	1	40065	4
NJ	TOTOWA	"ARISTON RADIOLOGY ASSOCS., L.L.C.  "	29-02023-06  	3032352	1	40065	8
NJ	WAYNE	RADIOLOGY IMAGING ASSOCIATES       	29-20709-01  	3020751	1	40065	5
VI	KINGSHILL	"DSM HOLDINGS, LLC                  "	55-31380-01  	3038134	1	40065	2
CA	NAPA	SUPRA BRANDS GROUP LLC             	04-23959-01E 	3037553	0	40066	4
HI	KUNIA	HAWAII AGRICULTURE RESEARCH CENTER 	53-00515-01  	3006839	4	40066	6
MI	CHEBOYGAN	COMMUNITY MEMORIAL HOSPITAL        	21-20250-01  	3019514	3	40066	4
MI	GRAND RAPIDS	"WEST MICHIGAN HEART, P.C.          "	21-26543-01  	3033375	3	40066	4
NJ	CLARK	"D'ANNUNZIO & SONS, INC.            "	29-31081-01  	3037013	1	40066	5
NJ	PRINCETON	"WYETH PHARMACEUTICALS,INC.         "	29-28210-02  	3030576	1	40066	8
PA	WEST CHESTER	"INGRAM ENGINEERING SERVICES, INC.  "	37-31287-03  	3038137	1	40066	1
PA	WEST CHESTER	"INGRAM ENGINEERING SERVICES, INC.  "	37-31287-02  	3037991	1	40066	4
SD	SIOUX FALLS	"DIGIRAD IMAGING SOLUTIONS, INC.    "	40-29283-01  	3037605	4	40066	8
WV	YOLYN	"APOGEE COAL COMPANY, LLC           "	47-24917-01  	3030008	1	40066	4
CN	"OTTAWA, ONTARIO"	"MDS NORDION, A DIV. OF MDS (CANADA)"	54-28275-01  	3030788	1	40067	4
DC	WASHINGTON	"MEDSTAR GEORGETOWN MEDICAL CTR,INC."	08-30577-01  	3035409	1	40067	4
MI	YPSILANTI	"UNIVERSAL IMAGING, INC.            "	21-26532-01  	3033326	3	40067	4
MO	ST. LOUIS	"GATEWAY CARDIOLOGY, P.C.           "	24-32202-01  	3035167	3	40067	3
MT	BILLINGS	BILLINGS CLINIC                    	25-01051-01  	3002389	4	40067	8
MT	HELENA	"HELENA SAND & GRAVEL, INC.         "	25-29363-01  	3038138	4	40067	2
MT	MISSOULA	"L.S.JENSEN CONST. & READY MIX, INC."	25-29362-01  	3038139	4	40067	2
NJ	PERTH AMBOY	RARITAN BAY MEDICAL CENTER         	29-11935-01  	3002539	1	40067	4
TX	HOUSTON	"CORE LABORATORIES, INC.            "	42-26928-01  	3030429	4	40067	4
TX	MIDLAND	E&P WIRELINE SERVICES LLP          	17-29242-01  	3037364	4	40067	4
CA	WALNUT CREEK	INNOVATIVE TECHNICAL SOLUTIONS     	04-29353-01  	3038058	4	40070	1
CT	NEWTOWN	Q/C RESOURCE                       	06-30125-01  	3033454	1	40070	5
CT	WOODBRIDGE	CARESTREAM MOLECULAR IMAGING       	06-21254-01  	3020106	1	40070	4
MI	LANSING	INGHAM REGIONAL MEDICAL CENTER     	21-04073-01  	3002037	3	40070	4
MO	LEBANON	WILLARD ASPHALT PAVING             	24-32764-01  	3038149	3	40070	2
TN	KNOXVILLE	"PETNET SOLUTIONS, INC.             "	             	3038156	3	40070	2
TN	KNOXVILLE	"PETNET SOLUTIONS, INC.             "	41-32720-02MD	3038158	3	40070	2
TX	SWEETWATER	"LUDLUM MEASUREMENTS, INC.          "	42-21454-01E 	3020785	0	40070	4
WV	VIENNA	"TRACEWELL SERVICES, INC.           "	47-25480-01  	3035153	1	40070	3
CO	LITTLETON	"UR-ENERGY USA, INC.                "	05-29252-01  	3037410	4	40071	8
HI	LIHUE	WILCOX MEMORIAL HOSPITAL           	53-15737-01  	3009666	4	40071	8
ID	POCATELLO	IDAHO STATE UNIVERSITY             	11-27380-01  	3032322	4	40071	4
IL	VOLO	"MTI INDUSTRIES, INC.               "	12-23905-01E 	3036459	0	40071	5
IN	INDIANAPOLIS	NORTHWEST RADIOLOGY NETWORK        	13-32258-01  	3035395	3	40071	4
IN	LAGRO	"BPB MANUFACTURING, INC.            "	13-11278-02  	3008487	3	40071	5
MI	GRAND RAPIDS	"GRAND RIVER CARDIOLOGY, PLC        "	21-26764-01  	3034269	3	40071	4
MI	GRAND RAPIDS	SAINT MARY'S HEALTH CARE           	21-01078-01  	3008291	3	40071	4
MO	ST. LOUIS	MALLINCKRODT INC.                  	24-04206-08MD	3018546	3	40071	4
MO	ST. LOUIS	MALLINCKRODT INC.                  	24-04206-12MD	3032515	3	40071	4
NJ	HADDON HEIGHTS	PENNONI ASSOCIATES INC.            	29-31381-01  	3038141	1	40071	2
NJ	NEW BRUNSWICK	NEW JERSEY BLOOD SERVICES          	29-30023-01  	3033082	1	40071	4
NJ	NEWARK	"NEW JERSEY, UNIV. OF MED. & DENTIST"	29-02957-13  	3009926	1	40071	4
NJ	PISCATAWAY	"NEW JERSEY, UNIV. OF MED. & DENTIST"	29-15188-01  	3008709	1	40071	4
NJ	WEST TRENTON	"NEW JERSEY, STATE OF               "	29-01346-06  	3007264	1	40071	4
PA	NEW CUMBERLAND	DEFENSE LOGISTICS AGENCY           	37-30062-01  	3033261	1	40071	4
CT	NEW HAVEN	YALE-NEW HAVEN HOSPITAL            	06-00819-03  	3001244	1	40072	4
CT	WOODBRIDGE	"FUJI MEDICAL SYSTEMS USA, INC      "	06-31186-01  	3037336	1	40072	5
DE	WILMINGTON	"E. I. DU PONT DE NEMOURS & CO., INC"	07-00455-02  	3003852	1	40072	4
MD	GREENBELT	NATIONAL AERONAUTICS & SPACE ADM.  	19-05748-02  	3004538	1	40072	4
MI	KENTWOOD	"MEDI-PHYSICS, INC.                 "	21-26707-01MD	3034090	3	40072	4
NJ	MANALAPAN	CMX                                	29-31382-01  	3038142	1	40072	2
NJ	VIENNA	"ASSURED TESTING, LLC               "	29-31358-01  	3037970	1	40072	4
NJ	WEST BERLIN	"EARTH ENGINEERING, INC.            "	29-31383-01  	3038143	1	40072	2
WV	HUNTINGTON	CABELL HUNTINGTON HOSPITAL         	47-00404-02  	3003370	1	40072	4
IN	MISHAWAKA	SAINT JOSEPH REGIONAL MEDICAL CNTR.	13-02650-02  	3013685	3	40073	4
MI	LANSING	"CPI PHARMACY SERVICES HOLDING, LLC "	21-26597-01MD	3033629	3	40073	4
MI	NILES	NILES STEEL TANK COMPANY           	21-04741-01  	3004829	3	40073	5
MO	SPRINGFIELD	"NUCLEAR DIAGNOSIS, INC.            "	24-17561-01  	3012966	3	40073	4
MO	ST. CHARLES	MILLIPORE CORPORATION              	24-26445-01  	3032903	3	40073	4
NJ	RAHWAY	"MERCK & CO., INC.                  "	29-00117-06  	3014680	1	40073	8
NY	GRAND ISLAND	"NRD, LLC                           "	31-28397-01G 	3031215	1	40073	8
NY	OSSINING	"TESTWELL LABORATORIES, INC.        "	31-30653-01  	3035761	1	40073	4
PR	LAS PIEDRAS	ENGINSPEC CORP.                    	52-31233-02  	3037499	1	40073	5
VA	SPRINGFIELD	"MULTIPIXEL SYSTEMS, INC.           "	45-25288-01  	3033468	1	40073	5
WY	CHEYENNE	MEMORIAL HOSPITAL OF LARAMIE CTY.  	49-01380-01  	3003496	4	40073	4
CT	MANCHESTER	MANCHESTER MEMORIAL HOSPITAL       	06-03413-01  	3001253	1	40074	4
CT	NEW HAVEN	PFIZER NEW HAVEN CLINICAL RES. UNIT	06-30933-02  	3036825	1	40074	4
MA	NATICK	"ARMY, DEPARTMENT OF THE            "	20-30847-01  	3036434	1	40074	4
MO	ST. LOUIS	"CARDIAC DIAGNOSTIC CENTER, LLC.    "	24-32766-01  	3038153	3	40074	2
NJ	WEST ORANGE	ESSEX CARDIOLOGY GROUP             	29-31276-01  	3037543	1	40074	4
NJ	SOMERSET	"GEO-TECHNOLOGY ASSOCIATES, INC.    "	29-31384-01  	3038145	1	40075	2
AK	WASILLA	ALASKA OPEN IMAGING CENTER         	50-27730-01  	3035999	4	40077	4
CT	BRIDGEPORT	BRIDGEPORT HOSPITAL                	06-01060-01  	3001247	1	40077	4
CT	EAST HARTFORD	"CABRERA SERVICES, INC.             "	06-30556-01  	3035316	1	40077	8
GA	ROSWELL	KIMBERLY-CLARK CORP.               	10-23980-01E 	3038147	0	40077	1
ID	MERIDIAN	"GEOTEK, INC.                       "	11-27776-01  	3036587	4	40077	4
ID	TWIN FALLS	ST. LUKE'S MAGIC VALLEY REG MED CTR	11-27082-01  	3032236	4	40077	4
IN	FISHERS	POSITRON CORPORATION               	13-32765-01  	3038150	3	40077	2
MD	GREENBELT	NATIONAL AERONAUTICS&SPACE ADM NASA	19-05748-03  	3006929	1	40077	4
MI	L'ANSE	BARAGA COUNTY MEMORIAL HOSPITAL    	21-16394-01  	3010984	3	40077	4
MI	SAGINAW	ST. MARY'S OF MICHIGAN MEDICAL CNTR	21-03646-03  	3002031	3	40077	4
MO	BRIDGETON	ASSOCIATED VETERINARY SPECIALISTS  	24-26584-01  	3033561	3	40077	4
NJ	PRINCETON	PRINCETON GAMMA-TECH INSTRU. INC.  	29-12783-01  	3005422	1	40077	4
NJ	WARREN	"SMITHS DETECTION, INC.             "	             	3038148	0	40077	1
PR	BAYAMON	"HOSPITAL HERMANOS MELENDEZ, INC.   "	52-23044-01  	3020209	1	40077	4
UT	DRAPER	BALLARD MEDICAL PRODUCTS           	43-23865-01E 	3034969	0	40077	3
UT	DRAPER	BALLARD MEDICAL PRODUCTS           	43-23865-01E 	3034969	0	40077	5
WA	SPOKANE	CARDIOVASCULAR INSTITUTE PC        	46-29365-01  	3038162	4	40077	2
WV	PRINCETON	PRINCETON COMMUNITY HOSPITAL       	47-16307-01  	3010772	1	40077	4
IL	OAKBROOK TERRACE	"PROFESSIONAL SERV. INDUSTRIES, INC."	12-16941-03  	3033792	3	40078	5
MI	LANSING	"MID-MICHIGAN MRI, PET-CT           "	21-32767-01  	3038155	3	40078	2
MO	FLORISSANT	"HEART CARE GROUP, THE              "	24-32625-01  	3037301	3	40078	4
MO	NORTH KANSAS CITY	NORTH KANSAS CITY HOSPITAL         	24-18628-01  	3013966	3	40078	4
MO	ST. LOUIS	"GATEWAY CARDIOLOGY, P.C.           "	24-32202-01  	3035167	3	40078	4
MO	ST. LOUIS	ST. ANTHONY'S MEDICAL CENTER       	24-01041-04  	3010108	3	40078	4
IN	INDIANAPOLIS	INDIANA HEART HOSPITAL             	13-24834-01  	3029663	3	40079	4
MI	LIVONIA	"MEDI-PHYSICS, INC.                 "	21-24828-01MD	3029642	3	40079	4
MO	KANSAS CITY	"MIDWEST DIVISION - RMC, LLC        "	24-18625-01  	3013959	3	40079	4
MT	MISSOULA	"COMMUNITY MEDICAL CENTER, INC.     "	25-18361-01  	3014921	4	40079	4
NJ	BURLINGTON	ATC ASSOCIATES INC.                	29-30863-02  	3038151	1	40079	1
NJ	BURLINGTON	ATC ASSOCIATES INC.                	29-30863-01  	3036466	1	40079	4
NJ	FORKED RIVER	"LACEY DIAGNOSTIC IMAGING CENTER,LLC"	29-30961-01  	3036672	1	40079	4
NJ	MAPLE SHADE	"GEOTECH ENVIRONMENTAL, INC.        "	29-28286-02  	3033171	1	40079	4
NJ	PRINCETON	"SCOTT DENNERLEIN & ASSOCIATES, LLC "	29-30660-01  	3035789	1	40079	4
NJ	RED BANK	"PIC,PHYSICIANS IMAGING CENTER      "	29-28041-01  	3030030	1	40079	4
NJ	SPRINGFIELD	"AVA SHYPULA CONSULTING, INC.       "	29-30482-01  	3034851	1	40079	4
NJ	THOROFARE	"EASTERN TESTING & INSPECTION, INC. "	29-09814-01  	3005373	1	40079	4
NJ	WEST ORANGE	CARDIOLOGY GROUP (THE)             	29-30214-01  	3033828	1	40079	4
OK	HUGO	CHOCTAW NATION OF OKLAHOMA         	35-27650-01  	3035272	4	40079	3
SD	SIOUX FALLS	DMS HEALTH TECHNOLOGIES            	40-32477-01  	3036404	4	40079	4
WI	COTTAGE GROVE	NORTHERN SHARED MEDICAL SERVICES   	48-32697-01  	3037826	3	40079	4
WV	MORGANTOWN	LONGVIEW POWER LLC                 	47-31385-01  	3038152	1	40079	2
WY	CHEYENNE	ROCKY MOUNTAIN MOBILE PET          	49-29314-01  	3037903	4	40079	5
FL	HOLLYWOOD	"AZOPHARMA CONTRACT SERVICES, INC.  "	09-32759-01  	3038096	3	40080	7
MO	ST. LOUIS	"TECH SERVICES, INC.                "	24-32205-01  	3035197	3	40080	3
NJ	NEWARK	NEW JERSEY INST. OF TECHNOLOGY     	29-19517-03  	3032621	1	40080	4
NJ	SOUTH PLAINFIELD	"AGARWALA, AJAY, M.D.               "	29-31131-01  	3037144	1	40080	4
NJ	WEST ORANGE	"K & K DIAGNOSTIC AND IMAGING, LLC  "	29-30982-01  	3036783	1	40080	4
WY	CASPER	"DBI, INC.                          "	49-29301-01  	3037817	4	40080	4
AL	HUNTSVILLE	NATIONAL AERONAUTICS & SPACE ADM.  	01-06571-10  	3003575	1	40081	4
CT	EAST HARTFORD	"CABRERA SERVICES, INC.             "	06-30556-01  	3035316	1	40081	8
CT	MERIDEN	MIDSTATE MEDICAL CENTER            	06-05686-02  	3001257	1	40081	4
CT	SHELTON	"DIANON SYSTEMS, INC.               "	06-23655-01  	3029575	1	40081	4
DC	WASHINGTON	HOWARD UNIVERSITY HOSPITAL         	08-03075-07  	3001321	1	40081	4
NJ	EDISON	DATACHEM INC.                      	29-30077-01  	3033306	1	40081	8
NJ	HOPELAWN	MT OPERATING OF NEW JERSEY LLC     	29-30465-01  	3034791	1	40081	4
NJ	MANASQUAN	"MIDLANTIC CONSTRUCTION, LLC        "	29-30915-01  	3036573	1	40081	4
NJ	WEST ORANGE	"K & K DIAGNOSTIC AND IMAGING, LLC  "	29-30982-01  	3036783	1	40081	4
TX	ALVIN	"TEAM INDUSTRIAL SERVICES, INC.     "	42-32219-01  	3035252	4	40081	4
VT	BURLINGTON	FLETCHER ALLEN HEALTH CARE         	44-10187-03  	3003289	1	40081	4
CT	GROTON	ELECTRIC BOAT CORPORATION          	06-01781-08  	3003772	1	40084	4
CT	ROCKY HILL	"CONNECTICUT MULTISPECIALTY GP, PC  "	06-14854-01  	3008163	1	40084	4
ID	IDAHO FALLS	"HARPER-LEAVITT ENGINEERING, INC.   "	11-27395-01  	3032220	4	40084	4
IN	LAFAYETTE	ST. ELIZABETH REGIONAL HEALTH      	13-09788-01  	3001642	3	40084	4
KY	FT. KNOX	"ARMY, DEPARTMENT OF THE            "	16-03657-01  	3001748	1	40084	4
MD	ABERDEEN PROVING GD	"ARMY, DEPARTMENT OF THE            "	19-10306-01  	3004552	1	40084	4
MD	OWINGS MILLS	"UNIVERSAL SECURITY INSTRUMENTS, INC"	19-23643-01E 	3029464	0	40084	4
MO	COLUMBIA	APAC - MISSOURI INC.               	24-32769-01  	3038163	3	40084	2
MO	ST. LOUIS	"ABNA ENGINEERING, INC.             "	24-32415-01  	3036087	3	40084	4
MO	TROY	"MID RIVER ASPHALT, INC.            "	24-32768-01  	3038161	3	40084	2
ND	BISMARCK	BASIN ELECTRIC POWER COOPERATIVE   	33-29364-01  	3038172	4	40084	1
NJ	THOROFARE	"EASTERN TESTING & INSPECTION, INC. "	29-09814-01  	3005373	1	40084	5
PR	CAGUAS	"CAGUAS CARDIO-IMAGING GROUP, PSC   "	52-31386-01  	3038159	1	40084	2
WV	SUMMERSVILLE	REGIONAL MEDICAL CENTER            	47-31126-01  	3037131	1	40084	4
IN	JEFFERSONVILLE	RIVER CITIES CARDIOLOGY            	13-26510-01  	3033227	3	40085	4
IN	PRINCETON	"GIBSON COUNTY COAL, LLC            "	13-32272-01  	3035481	3	40085	4
